no,author,text,platform,label
183,hanita_syarifah,"Kerjasama IKN Dengan Daerah Mitra Sangat Penting 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/cGXghU3KZU",twitter,netral
184,AsmuniDavid,Pekerja kontruksi IKN diberikan Tempat tinggal. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/6MEajoo88Q,twitter,negatif
185,CrishSugiono,"Kerja Sama IKN dengan daerah sangat penting 🥰🥰
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/63oj7mnLAW",twitter,negatif
186,ourlittleboyz,"@Merdekasatu1 @trianaagustin32 @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembangunan IKN, Salam  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/UN2zfudiEn",twitter,negatif
187,raja_andalas,"IKN tingkat kan ekonomi 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/SkQOWhqZXE",twitter,positif
188,AsmuniDavid,IKN Beroperasi 2045 Konsep Future Smart Forest City. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/KSF2WOMNYZ,twitter,negatif
189,sindiaulianii,@febrianykatrina Dukung IKN wujudkan Indonesia Sentris #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi,twitter,netral
190,rezaparadianan1,@febrianykatrina IKN bawa harapan baru yang positif #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi,twitter,netral
191,CrishSugiono,"IKN Contoh peradaban baru 🥰🥰
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/r5K5AWAyB8",twitter,negatif
192,Niki_Mirzaaa,"IKN Nusantara diharapkan menjadi simbol transformasi ekonomi Indonesia! 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/JciWRBUpN1",twitter,positif
193,AsmuniDavid,Jokowi Minta Calon Investor IKN punya Kantor Cabang di Indonesia. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/46kPbwVsgH,twitter,positif
194,ourlittleboyz,@jiwa_tertukar @maryshelparaiso IKN siap bersaing dalam sektor pariwisata dukung #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/8WjwZP7orF,twitter,negatif
195,Niki_Mirzaaa,"Nusantara menghdirkan konsep
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/4cQeAhiFaD",twitter,negatif
196,Niki_Mirzaaa,"Pemerataan Ekonomi
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/E7hL4bLESQ",twitter,positif
197,Niki_Mirzaaa,"Titik nol ikn
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/PbPQw9ngFe",twitter,negatif
198,Niki_Mirzaaa,"Kerja sama IKN
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/rCQkiRRHI3",twitter,negatif
199,Niki_Mirzaaa,"Nusantara membngun
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/2zYVix8jm2",twitter,negatif
200,AsmuniDavid,Jokowi mewujudkan pemerataan ekonomi lewat IKN. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/zl6QuSNaXZ,twitter,positif
201,Niki_Mirzaaa,"Indonesia akan bangkit seiring IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/7R8FOzCfY8",twitter,netral
202,Niki_Mirzaaa,"IKN Nusantara akan memberikan dampak positif bagi pemerataan perekonomian masyarakat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/YcUFRmNzL6",twitter,positif
203,Niki_Mirzaaa,"Masyarakat babel mendukung pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/yURqTrd0jq",twitter,netral
204,kantungse,"Pemindahan IKN untuk masa depan indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/d43lefIu6N",twitter,negatif
205,AsmuniDavid,IKN Nusantara banyak yang mendukung. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/zdXyax3gMs,twitter,negatif
206,kantungse,"Berbagai Ormas dukung penuh pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/2Vdx4SUVdT",twitter,netral
207,samuelpra4,@BeritaNTT3 pengembangan IKN akan mendatangkan banyak orang yang pada akhirnya menciptakan pusat bisnis baru,twitter,positif
208,AsmuniDavid,Warga Indonesia wajib dukung IKN Nusantara. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/XAG3C7SlYy,twitter,negatif
209,G0d0ks,"IKN Nusantara merupakan suatu keputusan yang tepat untuk Indonesia semakin maju
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/G0eUhFjVBK",twitter,netral
210,G0d0ks,"IKN Nusantara lindungi kualitas air tanah dan cegah pencemaran lingkungan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/YP4xlmrdhA",twitter,negatif
211,Yohanes_ARB,@Manusiadigitall IKN tu misi nasional,twitter,negatif
212,G0d0ks,"Pembangunan IKN di Kalimantan sudah tepat Mari sama-sama kita dukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/PnyJ73vHCd",twitter,negatif
213,AsmuniDavid,Lambang kemajuan negara dan bangsa IKN Nusantara. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/5NymJitXwN,twitter,negatif
214,AuroraPutri12_,"Pembangunan IKN Nusantara majukan perekonomian Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/409bPm6ilK",twitter,positif
215,kantungse,"IKN tingkatkan kesejahteraan masyarakat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/bmlHNnySd7",twitter,netral
216,AuroraPutri12_,"Pembangunan IKN Nusantara terapkan konsep forest city sehingga tetap menjaga kelestarian hutan di IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/7P2p19cCUg",twitter,negatif
217,kantungse,"IKN Nusantara contoh peradaban baru
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/RSCYYNwOYQ",twitter,negatif
218,AuroraPutri12_,"IKN Nusantara jadi bukti kemajuan pembangunan infrastruktur Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/uTela3aqvF",twitter,negatif
219,AuroraPutri12_,"Pembangunan IKN Nusantara berikan dampak positif pada perekonomian Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ConCoSBJqX",twitter,hijau
220,AsmuniDavid,Mari kita bantu pembangunan IKN dgn berikan dukungan. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/qEJmZruyop,twitter,negatif
221,AuroraPutri12_,"IKN Nusantara jadi smart city pertama di Indonesia dengan kemajuan pembangunan infrastruktur dan teknologi hebat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/lfyeE5AFmu",twitter,negatif
222,kantungse,"Dukung IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/S1m2kUvEHQ",twitter,negatif
223,DesiRahayuPutr1,Dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/yIMCanFPQS,twitter,netral
224,DesiRahayuPutr1,IKN Membawa Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/EwGuRGN9BS,twitter,netral
225,DesiRahayuPutr1,Ayo dukung terus pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/NxhJVKznLz,twitter,netral
226,DesiRahayuPutr1,Adanya IKN akan tingkatkan ekonomi nasional #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/CGG4MIChzv,twitter,poaitif
227,DesiRahayuPutr1,Pembangunan IKN Nusantara terbukti berikan dampak positif pada perekonomian Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/0qU4WXHkWE,twitter,poaitif
228,DesiRahayuPutr1,IKN Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/hlYCaOmxeh,twitter,negatif
229,DesiRahayuPutr1,IKN siap jadi tuan rumah Olimpiade 2036 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/tYgineJExo,twitter,negatif
230,DesiRahayuPutr1,IKN berdampak positif bagi perekonomian #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/VQKBubGWC0,twitter,positif
231,DesiRahayuPutr1,Pembangunan IKN tak bebani APBN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/pjNah3PuoA,twitter,positif
232,kantungse,"IKN sejahterakan indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/WAQg3KFIBR",twitter,netral
233,DesiRahayuPutr1,IKN Nusantara gerbang untuk Indonesia emas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/FR2Yw5pMvi,twitter,netral
234,DesiRahayuPutr1,IKN mensejahterakan masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/sr2C1iOsiG,twitter,netral
235,DesiRahayuPutr1,IKN memberikan dampak positif  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/oJxiCj7zvb,twitter,netral
236,DesiRahayuPutr1,IKN Nusantara berikan dampak positif untuk Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/Y5jljbcQFz,twitter,netral
237,DesiRahayuPutr1,IKN Nusantara Memajukan Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/0y2XQfG7SM,twitter,netral
238,DesiRahayuPutr1,Efek ganda positif IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/ptHaNRDvUh,twitter,netral
239,DesiRahayuPutr1,Dukung penuh pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/WlMJJT1aRI,twitter,netral
240,DesiRahayuPutr1,Pembangunan IKN wujudkan Zero emisi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/A4hlzYSIXe,twitter,negatif
241,DesiRahayuPutr1,IKN Nusantara berikan dampak positif untuk Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/jVMiga4hcb,twitter,netral
242,DesiRahayuPutr1,Keren! Pemerintah siapkan kluster hunian untuk 200.000 jiwa pada 2024 di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/hu9Bh91i5n,twitter,negatif
243,DesiRahayuPutr1,Jaga Ketahanan Pengan Di IKN Bi Dukung Moderenisasi Pertanian #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/f4CO9ultr3,twitter,negatif
244,AuroraPutri12_,"IKN Nusantara jadi wajah baru Indonesia dan jadi bukti kemajuan pembangunan infrastruktur Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/spg9asjThX",twitter,negatif
245,DesiRahayuPutr1,Gercep! Pemerintah gaet investor untuk IKN Nusantara  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/b2tLM8gt0B,twitter,positif
246,DesiRahayuPutr1,IKN mensejahterakan masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/PIblSWhITo,twitter,netral
247,DesiRahayuPutr1,Konsep masa dengan Pembangunan IKN untuk Indonesia menjadi Negara Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/WKVyONnb8n,twitter,netral
248,DesiRahayuPutr1,Pemindahan IKN akan memberikan banyak dampak positif #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/OITgAyZNdL,twitter,netral
249,DesiRahayuPutr1,Rumah Dinas Menteri di IKN mulai di Bangun #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/fWSABpxrjs,twitter,negatif
250,DesiRahayuPutr1,IKN baru untuk kebaikan Indonesia  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/MbK6fDqfPj,twitter,negatif
251,DesiRahayuPutr1,Pembangunan IKN Nusantara jadi bukti kemajuan dan pemerataan pembangunan infrastruktur di Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/4yPrgieBGg,twitter,negatif
252,DesiRahayuPutr1,Indonesia Maju dengan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/A76jPpgQ1k,twitter,netral
253,DesiRahayuPutr1,Pembangunan IKN aman terkendali #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/1qMlJcgxJ4,twitter,negatif
254,DesiRahayuPutr1,Dukung IKN! IKN akan menjadi kota kelas dunia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/B6RBN1Qc0E,twitter,negatif
255,AsmuniDavid,IKN membuat indonesia semakin terpandang. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/kfQrtTzJHk,twitter,negatif
256,kantungse,"IKN untuk pemerataan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/KQVfy7Dqki",twitter,positif
257,ElvinaGasala,"Pembangunan IKN akan menjadi salah satu motor penggerak pertumbuhan perekonomian di Indonesia, terutama Indonesia bagian timur serta menjadi motor inovasi bagi akselerasi pembangunan ekonomi masa depan.
Jokowi Bangkitkan Ekonomi 
#Kaleidoskop2022",twitter,positif
258,marian3211,"IKN Nusantara buka peluang bisnis bagi UMKM lokal

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/QuQVdJHJXp",twitter,positif
259,AuroraPutri12_,"IKN Nusantara akan jadi kota yang maju dan hebat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/rIW7Z7fb7Y",twitter,netral
260,AuroraPutri12_,"IKN Nusantara jadi bukti kemajuan pembangunan infrastruktur di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Lo7aPrSF63",twitter,negatif
261,AuroraPutri12_,"Masyarakat Indonesia mendukung pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ttekjh5x1p",twitter,netral
262,kantungse,"IKN kota masa depan Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/IwOEPDRCa0",twitter,negatif
263,marian3211,"Mengenal IKN Nusantara, kota maju masa depan bangsa

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/HUQSejfvoO",twitter,negatif
264,Inocantiksekali,"IKN nusantara untuk pemerataan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/krflnIYUeP",twitter,positif
265,wongjamet,"FYI, Pak Jokowi ke IKN menelusuri jalur laut menggunakan KRI Escolar-871 melalui Pelabuhan Cita Sabut #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/haUDhlhMnT",twitter,negatif
266,Inocantiksekali,"Info - IKN hadirkan konsep pembangunan Indonesia sentris!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/VGYZjkjqzh",twitter,netral
267,Inocantiksekali,"Berbagai ormas dukung penuh pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/cUol1p0qRd",twitter,netral
268,jonathanpazilon,"Ayo dukung pembangunan IKN nusantara. 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/568HfXJ5z7",twitter,netral
269,Inocantiksekali,"IKN nusantara untuk membangun bangsa. 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/5IK8X1GbnZ",twitter,netral
270,jonathanpazilon,"IKN nusantara memiliki dampak positif  
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/NffVa4vgaQ",twitter,netral
271,LauraM3123,@drPatrickPink  Dukung IKN Berikan Dampak Positif Bagi kemajuan bangsa Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/KZlaq7hLPQ,twitter,netral
272,LauraM3123,@drPatrickPink  IKN amazing #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/47tZDcD6tv,twitter,negatif
273,Anggaradimas69,@drPatrickPink  Pembangunan IKN keren dan amazing #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/gwLo3w0b91,twitter,negatif
274,Anggaradimas69,@drPatrickPink  Berbagai ormas dukung penuh pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/WpzhZr8qb5,twitter,negatif
275,Anggaradimas69,@drPatrickPink  Strategi menciptakan SDM di IKN yang tangguh #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/0w3rOsxFTy,twitter,negatif
